months,eqpdays,change_mou,mou_mean,totmrc_mean,hnd_price,avgqty,crclscod,uniqsubs,avgrev,cluster,churn
15,462.0,-20.25,358.25,45.0,199.9899902,168.46,,2,48.23,0,0
8,249.0,-1314.0,1314.0,60.4725,79.98999023,157.71,,1,61.87,2,1
32,178.0,-73.0,673.0,54.495,149.9899902,200.67,,4,54.08,0,1
13,380.0,10.25,272.75,44.99,149.9899902,25.92,,1,35.37,0,0
15,456.0,-84.25,107.25,29.99,59.98999023,88.86,,1,32.43,0,1
19,579.0,77.0,91.0,50.0,79.98999023,44.61,,1,51.52,0,0
24,728.0,-8.75,32.75,29.99,79.98999023,43.91,,1,33.44,0,1
12,350.0,0.0,0.0,8.675,149.9899902,220.91,,3,27.25,0,1
13,407.0,-134.0,717.0,57.905,149.9899902,181.83,,2,84.49,0,1
21,644.0,206.75,784.25,49.99,29.98999023,275.15,,1,73.45,0,1
14,419.0,-128.25,560.25,29.99,59.98999023,354.23,,2,103.98,2,0
7,218.0,113.25,290.75,49.99,149.9899902,98.5,,1,34.24,0,0
18,520.0,-10.25,73.25,29.99,29.98999023,41.6,,1,32.02,0,0
29,872.0,-117.0,142.0,37.5,29.98999023,64.86,,2,52.42,0,1
11,308.0,-323.0,926.0,94.99,149.9899902,256.2,,1,82.05,2,0
17,170.0,-196.75,846.75,67.6975,79.98999023,297.0,,1,98.77,2,0
9,266.0,-494.5,2233.5,94.99,79.98999023,384.75,,2,94.85,2,1
7,226.0,-51.25,105.25,49.99,29.98999023,60.17,,2,50.94,0,0
24,688.0,-32.25,69.25,18.5425,29.98999023,41.09,,2,29.39,0,0
21,109.0,-50.0,201.0,30.0,129.9899902,86.7,,1,41.08,0,0
27,5.0,93.0,31.0,82.49,0.0,237.88,,3,98.83,0,0
14,412.0,-0.75,0.75,39.99,29.98999023,4.25,,1,33.12,0,1
25,101.0,1350.25,2102.75,84.99,199.9899902,325.87,,1,106.68,0,0
13,137.0,135.0,1314.0,59.99,79.98999023,332.0,,2,63.6,0,1
13,374.0,-19.0,34.0,54.99,149.9899902,31.92,,1,45.63,0,1
35,79.0,-743.5,2863.5,159.99,149.9899902,736.0,,3,230.32,2,0
21,149.0,-128.25,195.25,30.0,149.9899902,59.05,,2,37.67,0,1
9,264.0,24.0,239.0,49.99,199.9899902,125.25,,1,46.19,0,0
21,611.0,13.75,28.25,39.99,149.9899902,45.26,,1,50.63,0,0
25,760.0,-0.25,0.25,5.0,59.98999023,109.05,,1,78.28,0,1
26,785.0,-21.75,27.75,34.98,29.98999023,22.72,,1,35.57,0,1
27,797.0,-376.75,401.75,74.585,29.98999023,203.2,,2,103.09,2,1
44,1336.0,-116.0,180.0,44.99,29.98999023,25.26,,1,33.27,0,1
11,317.0,-40.0,69.0,10.0,149.9899902,64.8,,2,14.35,0,1
13,3.0,59.0,386.0,35.075,199.9899902,105.42,,1,37.48,0,0
31,167.0,55.0,131.0,29.99,59.98999023,59.29,,1,35.25,0,1
9,134.0,-49.0,694.0,59.99,99.98999023,114.88,,1,50.6,0,0
22,656.0,-137.0,254.0,50.0,149.9899902,117.1,,1,53.5,0,1
34,1021.0,74.0,122.0,30.0,29.98999023,38.15,,1,31.29,0,0
10,302.0,-188.0,203.0,28.1275,149.9899902,115.38,,2,43.22,0,1
17,152.0,-571.0,1704.0,56.1525,149.9899902,465.75,,1,77.06,2,1
23,308.0,-25.25,255.25,30.0,129.9899902,133.41,,1,33.14,0,1
18,543.0,100.75,106.25,29.99,29.98999023,47.88,,1,36.48,0,0
12,94.0,815.5,2748.5,67.6925,129.9899902,738.4,,2,200.9,2,1
8,243.0,230.0,315.0,44.99,129.9899902,85.57,,2,36.37,0,0
13,380.0,9.5,627.5,49.99,9.989997864,197.27,,1,68.37,0,0
27,828.0,-26.5,99.5,29.99,29.98999023,30.83,,1,47.7,0,1
13,401.0,-27.0,321.0,29.99,199.9899902,140.0,,1,58.89,0,0
17,483.0,58.5,364.5,33.7425,129.9899902,194.38,,1,34.53,0,0
8,215.0,-31.75,119.75,44.99,149.9899902,47.67,,1,40.03,0,0
19,573.0,-159.5,923.5,75.0,129.9899902,174.88,,2,91.71,2,1
16,485.0,-177.0,859.0,75.0,129.9899902,196.6,,1,82.68,2,0
9,-1.0,574.5,2186.5,41.2425,129.9899902,534.63,,1,87.89,0,1
25,732.0,-72.75,72.75,59.99,79.98999023,65.7,,2,53.03,0,1
21,626.0,0.0,0.0,5.0,29.98999023,0.0,,1,5.03,0,1
21,637.0,40.75,102.25,44.99,79.98999023,30.25,,2,32.92,0,0
28,189.0,268.25,1636.75,73.86,149.9899902,261.67,,2,115.78,2,0
17,285.0,0.75,36.25,39.99,129.9899902,36.81,,2,33.02,0,1
12,341.0,180.5,844.5,39.99,129.9899902,344.36,,1,94.06,0,1
13,380.0,605.75,1600.25,84.99,149.9899902,357.0,,1,114.42,0,1
29,490.0,79.75,230.25,30.0725,9.989997864,94.5,,1,71.36,0,0
6,88.0,-64.5,1290.5,84.99,129.9899902,526.2,,1,102.13,2,0
31,330.0,-266.25,825.25,85.0,9.989997864,197.53,,2,91.95,2,0
10,295.0,116.75,148.25,39.99,99.98999023,31.0,,1,30.35,0,0
17,494.0,41.0,416.0,39.99,199.9899902,155.06,,1,48.57,0,0
16,54.0,31219.25,12206.75,30.0,149.9899902,222.8,,1,169.98,1,1
20,608.0,8.25,2.75,57.49,29.98999023,0.78,,2,58.07,0,1
11,3.0,-58.0,114.0,84.99,129.9899902,70.22,,3,76.44,0,0
12,335.0,-36.0,218.0,49.99,129.9899902,55.1,,1,51.2,0,0
13,399.0,-456.5,1654.5,64.99,29.98999023,133.25,,2,119.44,2,1
41,1217.0,37.0,89.0,29.0225,29.98999023,56.74,,1,36.3,0,1
16,483.0,-22.0,209.0,10.0,149.9899902,133.73,,2,13.6,0,1
23,678.0,-82.25,501.25,49.99,29.98999023,242.55,,1,71.54,0,1
23,58.0,27.0,334.0,30.0,9.989997864,149.76,,1,36.66,0,1
6,194.0,-148.75,284.75,44.99,149.9899902,126.8,,1,46.81,0,0
13,387.0,-97.25,1073.25,59.99,79.98999023,406.82,,2,54.84,2,1
7,215.0,-344.0,421.0,37.3325,199.9899902,184.0,,1,74.26,2,1
11,331.0,40.25,665.75,49.99,149.9899902,235.7,,1,59.37,0,1
34,1035.0,219.75,330.25,29.2075,29.98999023,97.73,,1,57.49,0,0
8,237.0,-646.75,1131.75,10.0,199.9899902,182.43,,2,32.52,2,0
41,711.0,-48.75,93.75,50.0,149.9899902,42.95,,2,43.56,0,1
12,69.0,24.25,100.75,39.99,29.98999023,82.91,,2,36.37,0,1
13,370.0,528.75,316.25,28.495,59.98999023,293.45,,1,94.96,0,0
30,119.0,-551.0,1411.0,199.99,149.9899902,662.52,,1,188.16,2,0
28,841.0,140.5,1567.5,69.99,79.98999023,162.37,,2,56.98,0,0
12,379.0,8.25,33.75,29.99,59.98999023,19.36,,1,21.63,0,1
14,411.0,22.25,58.75,10.0,129.9899902,36.69,,3,15.77,0,1
28,668.0,7.0,238.0,30.0,149.9899902,101.44,,2,57.85,0,1
30,923.0,-106.5,106.5,30.0,29.98999023,64.83,,1,33.86,0,1
12,353.0,-58.5,483.5,59.99,149.9899902,150.09,,1,49.94,0,0
9,263.0,-9.5,112.5,39.99,99.98999023,47.75,,1,33.74,0,0
25,732.0,37.0,265.0,30.0,29.98999023,46.61,,1,30.25,0,0
19,568.0,21.5,186.5,39.99,129.9899902,93.56,,1,41.29,0,1
23,472.0,-372.5,629.5,39.99,9.989997864,149.55,,1,62.67,2,0
28,856.0,0.0,0.0,0.0,29.98999023,65.58,,1,45.65,0,1
11,182.0,-15.5,42.5,10.0,149.9899902,22.0,,2,16.97,0,1
29,869.0,90.0,852.0,80.0,29.98999023,264.61,,2,83.77,0,0
15,455.0,-3.0,3.0,29.99,149.9899902,1.64,,1,29.94,0,1
37,1115.0,-22.5,213.5,24.99,29.98999023,121.83,,1,29.58,0,0
16,471.0,-68.25,87.25,29.99,149.9899902,40.86,,1,31.93,0,1
13,118.0,80.25,52.75,29.99,29.98999023,43.3,,1,40.72,0,1
12,43.0,7.5,491.5,50.2325,149.9899902,124.45,,3,56.9,0,1
17,501.0,52.75,81.25,29.99,149.9899902,20.13,,1,20.16,0,1
16,10.0,-271.5,636.5,44.9925,99.98999023,133.8,,1,59.4,0,0
27,101.0,-66.5,164.5,10.0,149.9899902,113.82,,2,78.02,0,1
14,434.0,36.75,383.25,39.99,149.9899902,90.23,,1,47.0,0,1
32,986.0,0.0,0.0,16.99,29.98999023,0.17,,1,17.05,0,1
10,233.0,-3.75,96.75,10.0,9.989997864,71.67,,2,17.12,0,0
7,215.0,90.0,363.0,44.99,129.9899902,76.33,,1,37.19,0,0
21,629.0,32.5,204.5,51.99,79.98999023,60.16,,1,53.49,0,1
38,5.0,-109.0,1841.0,71.3625,199.9899902,419.54,,1,119.75,2,0
33,149.0,-81.25,1648.25,111.2,149.9899902,748.87,,1,167.17,2,0
37,1102.0,33.5,292.5,43.78,29.98999023,98.61,,1,44.96,0,0
31,943.0,-13.0,19.0,16.99,29.98999023,14.72,,4,21.96,0,0
11,349.0,300.25,1134.75,84.99,199.9899902,384.9,,1,81.56,0,1
11,324.0,-52.0,1059.0,69.99,149.9899902,262.9,,1,112.7,2,0
25,749.0,104.0,208.0,29.99,29.98999023,44.96,,2,48.13,0,1
16,482.0,-16.5,93.5,29.99,149.9899902,27.33,,1,30.21,0,0
9,286.0,189.0,246.0,39.99,149.9899902,56.25,,1,31.27,0,0
7,201.0,-172.5,1024.5,47.49,149.9899902,296.17,,1,84.6,2,0
33,185.0,-44.5,137.5,35.99,29.98999023,37.65,,1,33.88,0,0
11,310.0,-101.0,228.0,44.99,149.9899902,61.2,,1,43.81,0,1
11,334.0,-30.25,873.25,35.99,99.98999023,237.5,,2,45.0,0,1
8,240.0,-36.75,226.75,49.99,29.98999023,57.57,,2,50.53,0,0
14,400.0,-77.25,344.25,39.99,129.9899902,102.08,,1,36.4,0,1
16,460.0,-2.25,14.25,29.99,29.98999023,6.0,,1,32.75,0,1
25,757.0,-14.75,14.75,5.0,29.98999023,29.78,,1,40.54,0,0
38,1153.0,-781.0,815.0,54.99,29.98999023,409.15,,1,64.54,2,1
23,683.0,0.0,0.0,0.0,29.98999023,473.7,,3,45.02,0,1
7,213.0,-127.5,599.5,44.99,59.98999023,160.5,,1,55.95,0,0
9,259.0,-15.5,280.5,49.99,199.9899902,130.43,,1,43.93,0,1
7,189.0,-17.75,403.75,44.99,99.98999023,236.5,,1,58.12,0,0
10,284.0,257.25,155.75,64.9125,149.9899902,18.5,,2,46.1,0,0
12,353.0,-259.0,323.0,39.83,149.9899902,263.55,,1,82.11,2,1
32,656.0,-164.0,769.0,44.99,29.98999023,212.42,,1,41.52,0,0
22,27.0,92.0,383.0,60.485,149.9899902,90.95,,1,48.75,0,0
11,320.0,171.0,1353.0,51.28,149.9899902,459.67,,1,106.29,2,1
59,69.0,-6.5,7.5,3.75,0.0,4.71,,1,2.54,0,0
13,400.0,211.5,207.5,39.99,29.98999023,88.67,,1,32.61,0,1
10,294.0,9.75,406.25,59.99,149.9899902,277.67,,1,58.19,0,0
27,75.0,-0.75,269.75,39.99,129.9899902,105.73,,2,40.89,0,0
29,874.0,-51.75,131.75,49.99,29.98999023,148.74,,1,77.57,0,1
30,902.0,0.0,0.0,0.0,29.98999023,155.88,,4,35.05,0,1
21,628.0,-128.5,533.5,50.0,79.98999023,173.38,,1,50.72,0,0
11,306.0,-67.75,651.75,94.99,149.9899902,274.0,,2,95.58,2,1
10,67.0,-2.25,159.25,39.99,29.98999023,34.56,,1,47.57,0,1
26,165.0,-80.0,895.0,49.99,129.9899902,546.16,,2,62.19,2,0
17,125.0,-459.0,459.0,12.8975,99.98999023,245.67,,1,44.09,2,0
17,284.0,6.25,613.75,59.99,99.98999023,245.06,,2,70.0,0,0
25,327.0,276.25,1002.75,69.99,79.98999023,331.2,,1,71.23,0,0
14,411.0,18.75,500.25,10.0,79.98999023,175.69,,2,30.26,0,1
9,288.0,-158.0,205.0,69.49,199.9899902,92.88,,2,56.21,0,0
28,58.0,272.25,161.75,49.99,99.98999023,112.23,,2,78.54,0,0
11,319.0,-241.5,241.5,13.9975,149.9899902,96.9,,1,43.59,0,0
10,98.0,293.0,537.0,45.15,99.98999023,113.22,,1,32.66,0,0
26,773.0,208.75,701.25,50.0,29.98999023,134.16,,1,67.95,0,1
9,269.0,22.0,379.0,54.99,129.9899902,94.25,,1,38.38,0,0
22,680.0,-7.75,10.75,14.1575,9.989997864,8.48,,1,19.95,0,1
27,691.0,606.5,384.5,29.99,29.98999023,288.84,,2,109.84,0,0
26,800.0,120.0,90.0,34.98,29.98999023,22.42,,1,33.1,0,1
15,55.0,-33.0,40.0,10.0,9.989997864,22.54,,3,18.76,0,1
25,254.0,-64.25,639.25,59.99,9.989997864,149.65,,1,59.34,0,0
7,194.0,593.0,1182.0,59.99,199.9899902,433.6,,1,63.43,0,1
18,535.0,-47.25,100.25,59.99,129.9899902,36.06,,2,45.14,0,0
23,691.0,-122.75,122.75,14.745,29.98999023,135.18,,1,36.12,0,1
7,191.0,7.0,94.0,39.99,0.0,15.8,,4,28.44,0,1
20,153.0,-644.5,1225.5,94.99,129.9899902,208.68,,3,78.66,2,1
7,174.0,-114.75,325.75,49.99,199.9899902,78.5,,1,37.65,0,0
24,730.0,24.0,164.0,24.99,29.98999023,47.55,,1,19.36,0,1
13,382.0,11.25,64.75,42.49,129.9899902,40.45,,2,34.91,0,1
14,425.0,-9.5,51.5,39.99,199.9899902,34.23,,1,35.4,0,0
30,621.0,10.25,42.75,10.0,29.98999023,231.07,,1,35.89,0,0
11,309.0,464.25,1070.75,59.99,149.9899902,262.78,,2,72.04,0,0
12,350.0,59.25,927.75,54.99,99.98999023,228.55,,1,49.2,0,0
20,363.0,-65.0,680.0,29.99,149.9899902,372.0,,1,70.36,0,1
29,69.0,-166.0,343.0,49.99,129.9899902,192.68,,1,64.03,0,0
16,491.0,58.75,396.25,50.0,79.98999023,206.87,,2,88.23,0,0
9,247.0,148.25,104.75,54.99,199.9899902,9.14,,1,38.56,0,0
25,774.0,111.5,278.5,29.99,29.98999023,140.71,,1,58.66,0,0
13,252.0,-529.25,529.25,28.5425,199.9899902,256.22,,1,78.19,2,0
26,786.0,-34.25,245.25,50.0,29.98999023,141.72,,2,54.15,0,1
10,303.0,-161.25,897.25,44.99,149.9899902,180.56,,1,59.69,0,1
16,477.0,59.25,192.75,39.99,149.9899902,83.43,,4,41.6,0,1
20,261.0,-143.75,560.75,59.99,129.9899902,249.26,,1,82.8,2,0
37,36.0,79.0,1192.0,139.7475,149.9899902,201.8,,4,127.15,2,0
19,334.0,-345.25,831.25,44.9925,99.98999023,397.65,,2,85.77,2,1
18,94.0,370.0,393.0,29.99,99.98999023,189.27,,1,51.1,0,0
8,213.0,19.25,474.75,40.03,149.9899902,138.67,,3,41.15,0,1
30,908.0,-0.5,0.5,16.99,29.98999023,2.72,,1,16.99,0,0
22,658.0,-103.0,2106.0,104.98,9.989997864,417.5,,1,144.67,2,1
11,329.0,-5.75,924.75,44.99,199.9899902,140.6,,1,40.29,0,1
36,1078.0,21.0,29.0,16.99,29.98999023,14.86,,3,17.77,0,0
21,611.0,18.25,324.75,39.99,59.98999023,116.95,,1,36.61,0,1
14,88.0,-82.25,358.25,10.0,149.9899902,122.08,,8,20.87,0,1
24,715.0,16.25,84.75,31.98,149.9899902,47.77,,1,31.95,0,1
13,379.0,0.0,0.0,10.0,149.9899902,90.5,,3,14.64,0,0
9,257.0,-79.0,204.0,39.99,79.98999023,105.57,,2,34.91,0,0
20,611.0,50.5,137.5,29.99,39.98999023,113.95,,1,38.05,0,0
44,1338.0,43.5,558.5,59.99,29.98999023,143.51,,1,45.15,0,0
17,515.0,45.5,1018.5,84.99,79.98999023,166.31,,1,97.26,0,1
15,451.0,-131.25,245.25,40.785,129.9899902,119.57,,1,59.15,0,0
11,320.0,-63.75,63.75,48.4575,9.989997864,44.6,,1,39.96,0,1
20,329.0,-193.5,643.5,50.0,149.9899902,169.45,,1,70.48,0,0
12,365.0,-103.0,499.0,59.02,149.9899902,249.18,,1,47.68,0,0
14,420.0,-3.25,142.25,10.0,79.98999023,70.23,,2,28.28,0,0
18,560.0,-33.75,47.75,10.0,29.98999023,59.53,,1,29.95,0,1
26,791.0,5.25,43.75,16.99,29.98999023,21.07,,1,20.85,0,1
23,233.0,-306.0,306.0,39.2375,99.98999023,275.14,,1,67.12,2,1
18,30.0,-416.75,507.75,36.4425,99.98999023,359.12,,1,60.17,2,0
21,609.0,240.75,271.25,84.365,79.98999023,367.21,,1,141.97,0,1
13,408.0,-69.5,117.5,40.0,59.98999023,86.08,,1,54.51,0,1
18,544.0,270.5,929.5,49.99,29.98999023,286.94,,2,82.07,0,1
12,364.0,-788.5,788.5,69.99,59.98999023,279.67,,2,98.06,2,0
13,79.0,-465.0,632.0,10.0,199.9899902,158.67,,2,23.2,0,1
13,402.0,-149.0,1271.0,59.99,79.98999023,201.27,,2,64.25,2,1
9,251.0,64.5,247.5,35.9575,79.98999023,76.57,,3,18.99,0,1
25,758.0,-5.75,20.75,42.48,29.98999023,15.71,,2,42.75,0,0
15,430.0,-13.75,152.75,29.99,29.98999023,62.38,,3,29.47,0,0
23,257.0,-30.0,118.0,10.0,129.9899902,42.29,,8,29.05,0,1
12,3.0,16.25,398.75,59.99,199.9899902,72.6,,5,59.36,0,1
20,104.0,185.5,839.5,59.99,199.9899902,291.0,,2,118.79,0,1
11,342.0,-314.25,339.25,49.99,129.9899902,183.5,,1,80.21,2,1
21,611.0,8.5,123.5,30.0,29.98999023,39.37,,1,31.81,0,0
21,216.0,-74.5,255.5,54.99,149.9899902,76.7,,1,47.01,0,0
11,313.0,81.75,263.25,10.0,29.98999023,97.0,,3,26.37,0,1
16,492.0,3.75,60.25,10.0,149.9899902,34.8,,2,10.57,0,1
21,633.0,33.5,52.5,59.99,29.98999023,88.2,,3,75.17,0,1
26,417.0,11.75,903.25,54.98,79.98999023,501.96,,1,64.61,2,0
24,735.0,92.25,1390.75,74.99,29.98999023,77.09,,1,90.75,0,1
8,234.0,28.25,312.75,10.0,149.9899902,153.29,,2,14.97,0,0
12,340.0,-97.75,207.75,39.99,199.9899902,104.36,,2,33.1,0,1
24,700.0,5.25,274.75,36.36,79.98999023,264.2,,1,43.35,0,0
24,406.0,-830.0,1645.0,84.99,79.98999023,663.64,,2,107.51,2,0
23,4.0,-119.75,253.75,76.0325,129.9899902,80.82,,2,55.33,0,0
27,818.0,-0.75,14.75,16.99,29.98999023,12.92,,1,17.62,0,1
31,725.0,0.0,0.0,5.0,59.98999023,71.03,,3,38.2,0,1
11,332.0,-41.25,310.25,10.0,149.9899902,67.3,,3,22.25,0,0
16,482.0,40.75,58.25,29.99,29.98999023,52.27,,3,27.04,0,0
18,545.0,-319.0,319.0,50.0,29.98999023,187.94,,1,56.25,0,0
32,943.0,46.0,176.0,29.99,29.98999023,51.2,,1,50.01,0,0
29,872.0,-107.0,266.0,34.98,29.98999023,96.07,,1,46.15,0,1
29,883.0,169.0,874.0,49.99,29.98999023,99.21,,4,56.22,0,1
9,286.0,-41.25,130.25,54.99,149.9899902,241.13,,1,94.93,0,0
34,1040.0,-162.75,372.75,30.0,29.98999023,151.68,,1,64.15,0,0
9,264.0,-82.25,512.25,59.99,99.98999023,161.13,,1,53.43,0,0
9,265.0,323.0,517.0,44.99,199.9899902,284.29,,3,34.79,0,0
11,310.0,55.5,220.5,62.49,99.98999023,156.2,,1,65.22,0,1
13,39.0,-115.5,414.5,49.99,129.9899902,172.08,,1,45.8,0,0
32,208.0,22.5,231.5,34.99,29.98999023,56.71,,1,35.31,0,1
16,129.0,134.0,588.0,59.99,129.9899902,210.87,,1,61.88,0,1
14,425.0,-1.5,96.5,29.99,79.98999023,22.23,,1,27.34,0,0
19,548.0,88.25,482.75,59.99,149.9899902,222.24,,1,76.21,0,1
14,185.0,-31.0,381.0,10.0,79.98999023,150.38,,2,26.31,0,1
33,121.0,-110.75,384.75,50.0,149.9899902,185.65,,1,57.42,0,0
10,312.0,-145.75,526.75,49.99,59.98999023,204.0,,2,79.37,0,0
18,538.0,2.75,18.25,32.49,129.9899902,25.06,,2,35.77,0,1
9,271.0,-319.25,2435.25,39.99,149.9899902,528.75,,1,70.13,2,0
7,197.0,-27.5,116.5,44.99,99.98999023,61.5,,1,53.71,0,0
12,344.0,90.25,295.75,29.99,59.98999023,89.64,,1,63.46,0,0
11,308.0,123.25,452.75,10.0,149.9899902,188.2,,2,29.1,0,1
13,383.0,77.75,181.25,39.99,149.9899902,45.17,,1,30.46,0,1
9,244.0,-298.25,883.25,44.99,129.9899902,284.71,,1,52.42,2,0
8,21.0,-216.75,924.75,51.4475,199.9899902,392.86,,1,53.64,2,1
11,18.0,186.25,1590.75,69.99,249.9899902,648.0,,1,97.23,2,0
17,25.0,267.25,871.75,84.99,199.9899902,485.67,,1,109.34,2,1
14,415.0,19.25,488.75,59.99,129.9899902,108.77,,1,55.36,0,0
16,123.0,-100.0,414.0,49.99,29.98999023,149.07,,1,55.63,0,0
18,322.0,-256.25,700.25,50.0,99.98999023,228.53,,1,68.04,2,1
13,49.0,8.25,294.75,39.99,29.98999023,125.42,,2,42.13,0,0
15,338.0,-71.25,712.25,47.365,99.98999023,370.21,,1,62.13,0,1
11,341.0,-38.25,364.25,39.99,59.98999023,108.3,,2,38.95,0,0
51,155.0,-422.0,1361.0,94.99,129.9899902,465.18,,1,108.78,2,0
19,575.0,-62.75,179.75,30.0,29.98999023,120.61,,1,30.49,0,1
13,383.0,46.75,507.25,10.0,149.9899902,148.42,,2,37.02,0,0
13,301.0,46.5,693.5,70.24,199.9899902,219.64,,3,89.29,0,0
15,452.0,96.5,421.5,50.0,59.98999023,224.38,,3,52.55,0,0
24,736.0,136.5,189.5,69.99,29.98999023,116.09,,4,56.46,0,0
21,233.0,7.0,90.0,10.0,9.989997864,80.9,,2,42.84,0,0
7,211.0,231.0,458.0,10.0,129.9899902,144.5,,3,14.98,0,0
28,832.0,-3.25,104.25,29.99,29.98999023,39.81,,1,35.07,0,1
21,627.0,10.0,250.0,39.99,59.98999023,78.15,,1,42.18,0,0
28,6.0,-140.25,454.25,50.0,199.9899902,56.54,,1,53.03,0,0
11,121.0,80.75,2114.25,58.5375,129.9899902,447.9,,1,136.49,2,0
28,839.0,-22.0,294.0,69.99,29.98999023,196.41,,2,59.7,0,0
15,463.0,-61.0,458.0,39.99,149.9899902,107.29,,1,34.76,0,0
19,561.0,35.0,67.0,10.0,59.98999023,23.22,,2,13.74,0,0
16,487.0,-9.25,264.25,49.99,29.98999023,243.4,,1,52.3,0,1
12,325.0,506.5,1323.5,64.16,129.9899902,475.0,,1,85.77,0,1
15,457.0,-330.75,494.75,44.99,79.98999023,180.93,,1,53.18,0,0
12,349.0,131.0,847.0,10.0,199.9899902,126.45,,4,15.16,0,0
23,683.0,-116.25,326.25,28.49,29.98999023,67.55,,2,32.48,0,0
11,334.0,172.5,3896.5,141.845,79.98999023,686.8,,1,151.23,2,0
19,16.0,-10.75,195.75,30.0,129.9899902,123.61,,2,33.18,0,0
26,89.0,-2.75,2.75,10.0,149.9899902,4.46,,1,13.4,0,0
20,595.0,-143.25,506.25,39.99,29.98999023,122.26,,1,43.5,0,1
14,426.0,-14.75,954.75,59.99,59.98999023,203.38,,1,86.26,0,1
23,265.0,120.5,776.5,69.99,99.98999023,257.64,,1,69.33,0,1
35,1058.0,171.25,225.75,29.0325,29.98999023,54.03,,1,29.08,0,1
7,25.0,58.75,589.25,37.9075,129.9899902,106.5,,1,59.92,0,0
12,338.0,-308.25,571.25,69.99,99.98999023,278.0,,2,125.17,2,1
15,168.0,-157.0,651.0,59.99,149.9899902,179.79,,2,62.07,0,1
13,293.0,-25.75,470.75,44.99,99.98999023,175.25,,3,47.12,0,1
23,669.0,-135.25,368.25,50.0,149.9899902,176.0,,1,50.73,0,0
26,550.0,75.25,151.75,29.99,149.9899902,135.63,,1,60.19,0,1
30,914.0,-3.5,8.5,5.0,29.98999023,5.78,,1,5.88,0,0
17,106.0,1632.0,1868.0,10.0,199.9899902,196.44,,2,54.03,0,1
10,290.0,-359.0,489.0,94.99,129.9899902,343.75,,3,83.06,2,1
21,626.0,-60.75,463.75,70.14,59.98999023,90.74,,1,85.64,0,1
35,38.0,1228.5,1301.5,49.99,149.9899902,175.5,,1,49.76,0,0
8,233.0,-40.25,63.25,10.0,129.9899902,34.67,,3,10.15,0,0
28,838.0,-84.25,119.25,22.4925,29.98999023,19.42,,1,32.63,0,1
12,335.0,87.0,372.0,10.0,79.98999023,105.2,,3,30.25,0,1
11,332.0,45.0,173.0,69.99,149.9899902,36.9,,2,60.93,0,1
34,496.0,-88.75,474.75,32.49,9.989997864,145.59,,2,59.07,0,1
15,457.0,125.25,236.75,44.99,29.98999023,38.64,,1,35.45,0,0
18,517.0,196.0,98.0,46.65333333,59.98999023,31.67,,1,29.42,0,1
21,633.0,-11.0,51.0,30.0,79.98999023,39.45,,1,32.5,0,0
38,1154.0,-117.25,119.25,29.99,29.98999023,63.46,,3,41.06,0,0
25,462.0,134.75,360.25,49.99,99.98999023,94.13,,2,59.54,0,1
25,205.0,-90.75,415.75,53.0,199.9899902,244.35,,4,63.92,0,1
7,193.0,-205.5,798.5,84.99,199.9899902,310.67,,1,120.26,2,1
12,350.0,-9.25,34.25,64.905,149.9899902,31.8,,3,62.66,0,1
21,487.0,50.5,652.5,59.99,129.9899902,203.83,,1,53.74,0,0
27,791.0,-217.5,1277.5,84.99,29.98999023,542.67,,1,154.32,2,0
24,711.0,0.0,0.0,0.0,199.9899902,243.55,,2,46.76,0,1
21,644.0,0.75,11.25,19.99,29.98999023,4.37,,1,10.59,0,0
7,94.0,-213.75,843.75,54.99,99.98999023,168.17,,1,57.11,2,1
9,278.0,298.0,676.0,59.99,199.9899902,105.88,,1,57.41,0,0
7,184.0,-4.25,26.25,79.99,149.9899902,13.2,,4,82.75,0,1
10,281.0,-37.0,259.0,44.99,199.9899902,81.89,,1,36.97,0,0
25,285.0,-143.75,291.75,9.8325,99.98999023,192.18,,3,39.13,0,0
14,419.0,-75.0,90.0,26.36,29.98999023,46.83,,2,26.97,0,0
7,204.0,-37.25,190.25,29.99,129.9899902,86.2,,2,38.71,0,0
26,772.0,-112.75,311.75,39.99,29.98999023,112.21,,1,51.02,0,1
12,342.0,172.5,362.5,44.99,99.98999023,162.27,,1,53.36,0,1
13,382.0,-150.5,211.5,39.99,199.9899902,113.0,,1,28.59,0,1
25,405.0,108.0,172.0,29.99,129.9899902,63.62,,1,35.07,0,1
8,251.0,-76.75,635.75,59.99,79.98999023,117.29,,1,53.61,0,0
34,1034.0,0.0,2.666666667,24.99,29.98999023,22.03,,1,28.22,0,1
7,197.0,60.25,299.75,44.99,149.9899902,32.2,,1,48.48,0,0
18,8.0,959.5,2273.5,59.99,199.9899902,451.94,,2,94.13,0,1
13,282.0,-644.75,1126.75,79.6725,129.9899902,372.92,,1,141.42,2,1
21,161.0,-88.75,1088.75,49.99,149.9899902,659.35,,1,98.94,2,1
13,379.0,-191.75,567.75,10.0,149.9899902,127.25,,2,21.83,0,1
16,267.0,65.5,1238.5,62.49,129.9899902,429.33,,1,110.22,2,0
10,311.0,-53.0,368.0,39.99,59.98999023,135.56,,1,59.41,0,1
7,90.0,-333.75,1303.75,65.03,199.9899902,600.0,,3,72.0,2,0
49,1462.0,-5.0,109.0,29.95,29.98999023,24.0,,1,38.44,0,1
12,339.0,17.25,120.75,33.7425,129.9899902,39.27,,1,35.69,0,0
