mou_mean,months,change_mou,eqpdays,adjqty,totmrc_mean,rev_mean,ovrmou_mean,drop_blk_mean,change_rev,cluster,churn
466.5,30,-43.5,910.0,3178,50.0,50.0,0.0,15.33333333,0.0,0,0
107.75,11,-107.75,321.0,849,44.99,35.575,1.5,8.0,-0.585,0,1
198.0,18,30.0,553.0,1478,32.49,38.68,14.5,2.333333333,-4.21,0,1
346.0,8,-98.0,248.0,1398,44.99,39.4025,5.75,0.0,2.3875,0,0
100.0,13,-100.0,379.0,267,39.99,58.235,0.0,0.0,-28.245,0,1
216.0,28,-216.0,247.0,2137,44.99,35.485,0.0,1.666666667,-0.495,0,1
0.0,41,0.0,1251.0,396,9.75,9.885,0.0,0.0,-0.885,0,0
477.75,13,-187.75,92.0,1854,53.74,41.6725,0.0,9.333333333,-3.6825,0,0
411.25,31,-51.25,42.0,8164,44.99,39.23,0.0,7.333333333,-0.99,0,1
389.25,20,57.75,297.0,6124,49.99,56.0075,5.0,13.0,10.8125,0,0
32.75,51,-26.75,1565.0,581,0.0,11.4225,31.75,0.333333333,-9.3025,0,0
446.0,23,105.0,672.0,1987,50.0,67.975,2.75,8.666666667,11.165,0,1
55.25,26,-13.25,790.0,696,19.99,19.99,0.0,1.0,0.0,0,1
143.25,15,12.75,443.0,629,30.0,30.2475,0.0,0.666666667,-0.2475,0,0
747.25,11,-254.25,307.0,1151,44.99,34.99,0.0,4.333333333,0.0,0,1
0.0,16,0.0,485.0,69,10.0,14.0,0.0,0.0,0.0,0,1
1562.333333,25,0.0,88.0,9538,39.99333333,147.59,223.6666667,67.0,0.0,0,1
857.0,33,-273.0,491.0,5652,49.99,87.4375,104.25,4.333333333,-37.1475,0,0
94.5,29,-21.5,856.0,719,30.0,31.59,0.0,1.0,0.0,0,1
315.5,13,-50.5,380.0,1100,39.99,38.84,5.25,4.0,0.72,0,1
1150.0,20,-10.0,51.0,9512,75.0,82.68,4.0,15.66666667,-3.5,0,0
879.0,12,-465.0,340.0,3009,59.99,64.83,13.0,0.0,-8.07,0,1
1134.0,13,183.0,233.0,5487,59.99,52.58,12.0,17.0,0.19,0,1
459.75,21,-71.75,12.0,3676,35.0775,76.97,80.0,30.66666667,14.27,0,1
221.5,7,38.5,198.0,267,44.99,35.5525,0.0,3.333333333,-0.5625,0,1
2337.0,19,78.0,184.0,7519,75.0,171.1525,283.75,46.66666667,32.0275,3,0
271.25,34,-28.25,842.0,449,24.99,29.0225,9.5,1.666666667,-4.0325,0,0
354.25,8,-124.25,229.0,818,10.0,15.8225,11.5,21.0,-3.8425,0,1
958.75,9,-260.75,244.0,1601,52.615,103.975,131.0,11.0,-51.015,2,1
281.5,24,-95.5,711.0,3619,69.99,62.92,0.0,12.66666667,0.55,0,1
215.25,32,12.75,441.0,9235,30.0,34.6725,2.0,6.333333333,-3.2925,0,0
347.0,7,64.0,148.0,399,44.99,34.99,0.0,21.33333333,0.0,0,0
24.0,48,14.0,1458.0,681,20.0,21.5,3.75,1.0,0.6,0,1
1683.25,38,39.75,261.0,49414,99.99,113.49,0.0,57.66666667,-3.25,0,0
314.25,21,-125.25,630.0,3738,30.0,42.9875,10.5,10.66666667,-3.5075,0,1
93.25,17,31.75,169.0,713,29.99,30.705,1.25,2.666666667,-0.715,0,0
1091.75,12,82.25,360.0,3208,39.99,92.83,162.75,12.0,-72.84,2,1
294.0,19,225.0,15.0,5371,30.705,33.3825,0.25,12.0,21.8075,0,0
1008.75,16,378.25,336.0,4652,59.99,54.6,9.75,5.333333333,9.3,0,1
141.25,13,-81.25,399.0,351,47.53,39.08,0.0,1.666666667,-4.09,0,0
354.0,25,89.0,451.0,4145,70.0,70.495,0.0,0.333333333,-0.495,0,0
520.0,17,61.0,251.0,1952,36.645,56.91,41.75,3.666666667,14.09,0,1
175.5,25,-52.5,732.0,1324,30.0,30.2475,0.0,3.333333333,-0.2475,0,1
100.5,41,-57.5,1231.0,2056,30.0,25.7075,1.25,0.666666667,-0.4375,0,1
158.5,32,-3.5,967.0,1325,29.99,41.86,47.5,7.0,-10.12,0,1
23.5,14,-13.5,99.0,86,29.99,20.56,1.0,0.666666667,-0.57,0,1
213.75,34,-2.75,448.0,3810,29.99,30.3575,0.25,0.666666667,-0.3675,0,1
1772.5,8,863.5,59.0,3963,54.91,72.1975,64.5,17.66666667,21.0825,0,1
1493.75,13,-1240.75,125.0,4229,99.99,128.4875,55.5,33.0,-28.4975,2,1
114.5,25,-42.5,737.0,1336,30.0,30.0,0.0,1.666666667,0.0,0,0
129.75,22,-39.75,682.0,1043,58.2175,53.465,0.0,2.666666667,21.525,0,0
650.5,13,-43.5,374.0,1821,59.99,55.3325,0.5,7.333333333,0.4575,0,0
651.5,20,-184.5,583.0,4714,50.0,91.13,135.0,11.33333333,-39.96,2,1
149.75,12,-29.75,335.0,994,44.99,36.0825,0.0,2.333333333,-1.0925,0,0
236.75,40,-83.75,734.0,10678,69.99,65.915,19.75,9.333333333,0.375,0,1
226.75,32,160.25,35.0,3247,34.47,26.2425,0.0,11.33333333,8.7475,0,0
442.25,29,615.75,11.0,1930,36.7775,82.8075,116.75,23.0,116.5925,3,0
263.0,8,33.0,227.0,584,59.99,54.2375,0.0,0.333333333,0.7425,0,0
392.75,19,41.25,565.0,5007,49.99,49.99,0.0,6.666666667,0.0,0,1
454.25,27,-78.25,267.0,3073,70.0,70.8775,0.0,18.33333333,-0.8775,0,1
618.0,7,-140.0,184.0,367,44.99,34.99,0.0,1.333333333,0.0,0,0
220.75,14,51.25,417.0,2590,43.865,34.06,0.0,1.666666667,1.71,0,0
0.0,19,0.0,548.0,1343,0.0,0.0,0.0,0.0,0.0,0,1
752.25,22,-104.25,153.0,5309,59.99,90.3775,130.5,8.0,-39.3975,2,0
708.0,23,-682.0,476.0,7671,34.995,56.42,81.25,12.33333333,-20.42,0,1
772.0,19,50.0,33.0,3903,44.99,58.89,49.75,14.33333333,40.89,0,0
51.5,35,-27.5,398.0,1542,44.99,34.99,0.0,1.333333333,0.0,0,0
785.25,7,-131.25,220.0,2403,70.3125,134.3575,223.25,30.33333333,-59.3675,2,1
810.75,13,155.25,367.0,2607,59.99,54.485,0.0,13.66666667,1.485,0,0
354.75,39,110.25,1181.0,6845,49.99,50.2825,0.0,2.0,0.0975,0,0
270.0,19,35.0,563.0,2214,30.0,34.79,11.5,3.333333333,-4.79,0,0
277.5,15,-111.5,450.0,1379,30.0,40.76,12.5,6.0,-9.86,0,1
0.0,14,0.0,419.0,1512,26.8025,23.59,0.0,0.0,-58.67,0,1
0.0,24,0.0,705.0,1581,42.49,42.49,0.0,0.0,0.0,0,1
174.5,23,-23.5,674.0,1699,49.99,49.99,0.0,4.666666667,0.0,0,1
23.5,33,-21.5,988.0,1190,29.99,30.2375,0.0,0.666666667,-0.2475,0,1
166.0,33,122.0,991.0,1641,30.0,35.5025,7.0,8.0,15.4375,0,1
125.25,12,-74.25,374.0,466,39.99,28.12,0.0,2.333333333,-1.13,0,0
33.0,44,-33.0,1351.0,5485,69.99,60.7775,0.0,0.0,-0.7875,0,1
635.25,12,-125.25,359.0,2314,48.4475,94.565,12.0,23.33333333,-26.605,0,1
272.0,37,-217.0,595.0,1017,30.0,41.55,33.0,2.0,-11.55,0,0
2386.5,11,-85.5,66.0,6213,109.99,159.1375,137.5,57.66666667,-17.5975,2,1
341.0,25,-46.0,595.0,2277,30.0,35.95,17.0,1.0,-5.95,0,1
1038.25,24,-171.25,97.0,8555,10.0,106.855,227.0,14.0,-51.225,2,0
136.5,16,-25.5,485.0,1314,29.99,34.7525,0.0,3.333333333,0.1875,0,0
942.75,13,363.25,379.0,2470,69.99,98.6375,128.0,8.666666667,66.6525,3,0
752.5,13,-212.5,101.0,2920,59.99,51.28,0.0,25.0,-1.29,0,1
645.75,13,625.25,65.0,1232,35.99,71.585,117.0,26.66666667,47.385,3,1
1142.0,29,-169.0,115.0,10783,75.0,106.14,58.75,57.33333333,-26.9,0,1
0.0,11,0.0,325.0,4,45.8225,35.8225,0.0,0.0,9.1675,0,1
625.25,7,129.75,190.0,839,44.99,37.44,3.0,11.0,2.55,0,0
599.0,16,135.0,164.0,2594,69.99,93.885,87.75,0.0,22.255,0,0
51.5,18,50.5,541.0,575,39.99,22.4925,0.0,0.666666667,-22.4925,0,1
179.0,19,-12.0,581.0,473,29.99,32.265,6.5,1.0,-2.275,0,1
250.5,14,-109.5,417.0,825,29.99,65.145,92.25,8.0,-34.465,0,0
1079.25,13,-222.25,391.0,1710,59.99,54.485,0.0,2.0,-0.495,0,0
196.25,16,118.75,197.0,1405,29.99,35.145,0.0,1.333333333,-0.105,0,1
36.5,12,90.5,10.0,570,31.93,25.445,0.0,0.0,-25.445,0,1
1612.75,30,-55.75,3.0,22551,75.0,119.655,168.0,50.33333333,-22.425,2,0
213.75,7,91.25,221.0,445,54.99,41.9125,0.0,0.333333333,3.0775,0,1
480.0,9,336.0,266.0,856,37.5725,104.775,190.0,10.66666667,28.875,0,0
21.0,13,-21.0,379.0,423,10.0,10.0,0.0,1.0,0.0,0,1
225.5,25,23.5,128.0,1451,49.99,44.5575,0.0,6.333333333,1.7025,0,0
370.25,27,-31.25,600.0,8006,50.0,51.7375,0.0,3.0,-1.7375,0,0
375.5,18,554.5,541.0,639,59.98,102.615,210.5,9.333333333,105.875,3,0
376.0,17,-153.0,487.0,2911,59.99,51.485,2.5,8.666666667,-1.495,0,1
1279.25,11,-273.25,310.0,3113,44.99,129.29,239.25,48.66666667,-29.1,2,1
926.75,29,-101.75,142.0,6530,49.99,62.265,28.0,11.33333333,-6.295,0,1
6.75,31,-3.75,929.0,146,16.99,16.4025,0.75,1.0,-0.2625,0,1
215.0,13,130.0,121.0,499,52.99,41.58,0.0,8.0,-0.34,0,0
302.5,9,49.5,274.0,541,10.0,10.0,0.0,12.66666667,0.0,0,0
402.25,35,-171.25,346.0,3501,44.99,35.7325,0.0,5.0,-0.7425,0,1
235.75,13,20.25,389.0,712,39.99,31.2125,0.0,0.0,-1.2225,0,1
219.25,20,-189.25,239.0,5752,19.74,43.69,51.75,6.333333333,-20.05,0,1
1071.25,27,-184.25,37.0,11512,84.99,102.0075,21.5,33.33333333,-2.7975,0,1
204.75,15,44.25,356.0,2140,30.0,31.0625,0.75,2.333333333,-1.0625,0,1
153.75,19,-144.75,555.0,1004,31.89,47.3475,3.0,3.666666667,-9.3575,0,0
686.75,24,-135.75,712.0,5373,51.99,96.3625,121.5,5.333333333,-39.8125,2,0
106.25,16,-42.25,460.0,482,30.0,31.26,0.0,9.666666667,-0.27,0,1
212.0,21,-170.0,637.0,1145,30.0,36.255,15.75,15.0,-6.255,0,1
193.5,22,12.5,494.0,2920,29.99,30.785,0.0,1.333333333,-0.405,0,0
545.5,9,-47.5,263.0,641,44.99,39.86,13.0,4.0,0.38,0,0
740.25,29,111.75,464.0,7383,52.48,105.41,5.0,31.33333333,-50.68,2,1
1082.75,13,508.25,32.0,4789,75.0,131.3075,223.0,15.0,75.8425,3,1
306.25,14,-105.25,419.0,1405,10.0,11.665,7.0,6.666666667,-1.665,0,1
123.25,17,-68.25,491.0,554,69.99,60.15,0.0,2.333333333,-0.16,0,0
1096.75,15,384.25,435.0,5984,94.99,89.3525,0.0,39.66666667,-2.1125,0,1
162.5,14,-54.5,438.0,543,39.99,35.915,0.0,4.0,-0.045,0,1
655.75,16,345.25,478.0,2700,59.99,54.4625,0.75,13.33333333,0.7275,0,1
442.0,10,-17.0,312.0,588,41.7,40.855,25.25,3.0,-4.025,0,1
505.5,18,50.5,542.0,3919,79.1075,80.75,2.25,19.0,14.28,0,1
83.0,25,0.0,225.0,751,29.99,32.3975,0.0,3.0,0.5625,0,1
1454.75,30,382.25,572.0,6214,69.99,49.4125,3.75,10.66666667,-1.9225,0,1
333.25,29,25.75,16.0,6601,39.99,44.1475,12.25,2.666666667,13.5925,0,0
2947.25,19,-1033.25,575.0,8416,84.99,148.535,280.5,36.0,-69.375,2,0
1290.0,14,61.0,413.0,2333,59.99,151.6075,289.5,11.0,3.8025,0,0
802.0,12,97.0,347.0,3314,72.49,56.6075,4.75,14.0,0.3725,0,0
324.25,12,-84.25,368.0,1060,30.0,44.1525,0.0,1.333333333,-7.9125,0,1
724.75,49,15.25,626.0,11451,74.99,79.1775,0.0,18.0,-1.8775,0,0
508.0,17,-323.0,518.0,4173,54.98,62.62,0.0,12.66666667,-7.19,0,0
205.75,43,-24.75,398.0,1324,39.985,61.185,68.0,5.0,-23.745,0,0
781.0,17,-369.0,505.0,1517,32.49,171.6125,352.25,12.0,-125.3225,2,0
40.5,14,21.5,407.0,200,39.99,33.99,0.0,1.333333333,0.0,0,0
211.0,7,41.0,203.0,519,52.575,43.125,10.75,2.0,-3.135,0,0
376.75,23,-376.75,391.0,4561,37.2475,56.715,94.5,1.333333333,-36.725,0,1
21.5,7,12.5,186.0,88,10.0,14.8,2.0,0.0,2.4,0,1
73.5,35,-17.5,593.0,1366,19.99,20.615,2.5,0.333333333,-0.625,0,0
551.75,13,-140.75,148.0,2204,44.99,36.8275,5.25,4.666666667,-1.8375,0,1
388.0,11,-12.0,33.0,1202,39.99,58.8475,54.0,14.66666667,-27.1875,0,1
496.25,18,-347.25,544.0,3037,10.0,17.7925,20.25,41.33333333,-7.7925,0,1
349.0,21,214.0,509.0,6874,30.0,31.55,0.0,7.0,4.65,0,1
0.0,32,0.0,525.0,5574,59.99,53.24,0.0,0.0,0.0,0,1
799.75,23,-368.75,703.0,10740,54.98,61.915,15.0,7.666666667,-5.045,0,0
563.75,19,104.25,566.0,1568,30.0,105.865,203.0,9.333333333,26.555,0,1
198.75,8,99.25,223.0,124,44.99,41.59,16.5,0.333333333,-6.6,0,1
222.25,19,108.75,573.0,1261,49.99,49.99,0.0,2.666666667,0.0,0,0
10.75,33,-4.75,984.0,4390,79.99,79.99,0.0,0.0,0.0,0,1
227.0,11,-5.0,324.0,963,59.99,49.895,0.0,4.666666667,-1.415,0,0
217.0,12,85.0,372.0,1039,49.99,40.35,0.0,3.0,-0.36,0,1
1167.5,20,17.5,413.0,5670,44.99,45.3875,27.25,9.666666667,1.1525,0,0
1551.5,25,300.5,149.0,6052,49.99,43.88,2.25,24.66666667,-0.9,0,1
95.0,19,62.0,568.0,665,30.0,37.4125,0.0,2.666666667,0.0275,0,1
338.25,8,114.75,240.0,283,39.99,39.3,24.25,0.0,-2.54,0,0
1695.5,11,886.5,316.0,2722,69.99,138.875,241.5,18.66666667,95.685,3,1
1233.75,35,-63.75,155.0,9330,74.99,122.8425,25.75,37.33333333,14.7975,0,0
59.0,32,19.0,606.0,1526,29.99,29.99,0.0,3.0,0.0,0,1
401.25,25,-401.25,471.0,1954,10.0,29.0475,47.0,5.333333333,-19.0475,0,1
133.5,12,-51.5,360.0,963,39.99,30.185,0.0,4.0,0.195,0,0
1096.25,21,-1096.25,313.0,9068,41.7875,40.98,0.0,55.33333333,-40.98,2,0
278.5,8,311.5,70.0,705,44.99,41.71,3.0,6.333333333,17.82,0,1
191.25,12,29.75,341.0,696,44.99,37.165,0.0,0.0,-1.185,0,0
0.25,14,-0.25,423.0,11,2.3375,39.935,0.0,0.0,110.065,3,0
15.25,25,0.75,765.0,250,10.0,10.09,0.0,0.666666667,-0.09,0,1
81.75,33,15.25,77.0,1100,29.99,22.6525,0.0,3.0,7.3375,0,0
28.5,34,1.5,537.0,1959,29.99,33.735,0.0,0.666666667,0.495,0,0
220.0,39,-55.0,434.0,3351,30.0,30.0,0.0,4.0,0.0,0,0
697.75,9,-317.75,283.0,1123,59.99,49.99,0.0,8.333333333,0.0,0,0
36.75,18,-3.75,540.0,284,39.99,31.175,0.0,0.0,-0.195,0,0
602.5,10,-205.5,102.0,2500,39.99,66.1175,65.75,17.33333333,-32.1275,0,0
581.5,12,124.5,42.0,2282,24.7525,53.2025,70.0,27.33333333,76.7275,3,0
165.0,24,-58.0,34.0,1277,96.765,94.5125,0.0,18.0,15.4775,0,0
390.0,14,-7.0,440.0,1609,49.99,42.09,6.0,2.0,-2.1,0,0
220.0,11,-74.0,317.0,1065,69.99,56.275,0.0,13.66666667,-4.865,0,0
223.75,9,-211.75,267.0,399,10.0,34.27,80.25,2.0,-24.27,0,1
132.75,13,-132.75,7.0,757,49.99,43.6975,0.0,3.333333333,-0.4575,0,0
230.0,7,-230.0,206.0,1052,40.635,34.3,0.0,2.0,-34.3,0,0
293.5,11,24.5,310.0,936,43.1775,35.6525,0.0,0.666666667,0.3275,0,1
2161.5,10,-93.5,50.0,5911,90.475,102.115,91.75,23.0,-23.125,0,0
393.25,17,-229.25,505.0,3226,30.0,33.175,7.5,3.666666667,-3.025,0,1
338.5,32,49.5,960.0,2372,39.99,35.4275,13.25,3.666666667,-5.4375,0,0
1430.25,11,-407.25,69.0,3423,49.99,58.8925,45.5,28.0,-8.0825,0,0
211.75,19,44.25,565.0,1476,32.49,37.595,0.0,2.0,-5.105,0,1
0.0,37,0.0,1111.0,329,5.0,5.0,0.0,0.0,0.0,0,1
3.0,54,0.0,25.0,212,0.0,1.05,3.0,0.0,0.0,0,0
357.0,9,-16.0,268.0,1073,52.49,53.5025,0.75,15.0,-3.5125,0,0
356.0,7,-135.0,202.0,570,44.99,58.675,63.0,5.666666667,-23.685,0,1
93.0,13,-13.0,354.0,345,39.99,29.99,0.0,2.666666667,0.0,0,1
160.75,13,1.25,393.0,813,29.99,30.6575,0.0,3.666666667,-0.3675,0,0
561.0,12,372.0,216.0,2595,25.115,49.1575,78.0,6.666666667,45.6425,0,1
52.5,13,58.5,391.0,412,29.99,30.26,0.0,0.333333333,-0.27,0,1
493.25,11,321.75,58.0,1710,49.91,49.75,22.75,24.66666667,29.21,0,0
529.25,20,143.75,601.0,2043,50.0,85.475,64.0,8.666666667,26.695,0,1
492.0,13,149.0,383.0,510,44.99,42.4625,0.25,3.666666667,-7.4725,0,0
221.0,13,83.0,399.0,692,45.99,37.4175,0.0,3.0,-4.7975,0,0
57.5,14,-16.5,419.0,272,10.0,10.435,0.0,0.666666667,-0.435,0,1
70.25,27,62.75,794.0,1041,22.4925,23.73,0.0,1.666666667,-19.77,0,0
338.0,7,9.0,186.0,572,10.0,16.825,19.5,9.333333333,-0.175,0,1
10.5,22,0.5,667.0,144,16.99,16.99,0.0,0.333333333,0.0,0,0
432.0,15,79.0,452.0,1153,49.99,54.77,1.0,7.0,0.66,0,0
483.5,18,-6.5,521.0,1550,44.99,35.165,0.5,6.666666667,0.525,0,1
43.5,7,35.5,26.0,243,44.99,36.0475,0.0,0.333333333,0.9225,0,0
56.25,15,-25.25,431.0,2409,39.99,23.1675,0.0,3.0,-23.1675,0,1
491.75,7,53.25,52.0,1000,36.5725,63.2975,43.5,24.66666667,-47.0975,0,1
1159.25,12,-404.25,360.0,1657,59.99,172.625,369.25,38.33333333,-112.635,2,0
116.0,36,-9.0,1066.0,1573,40.0725,46.525,22.75,2.666666667,-8.535,0,1
2926.75,8,-298.75,48.0,6128,94.7875,196.4275,140.25,64.0,75.8625,3,0
122.6666667,33,-102.6666667,97.0,3333,50.0,65.36333333,0.0,2.0,-15.36333333,0,1
594.25,7,-594.25,207.0,1696,27.9375,48.6825,67.5,14.66666667,-71.9025,2,1
1643.5,9,288.5,83.0,1410,61.98,56.6,1.0,38.0,-4.62,0,1
109.75,15,-18.75,465.0,176,29.99,48.4675,0.0,1.0,4.5225,0,1
222.75,23,-10.75,692.0,1048,30.0,30.2475,0.0,1.333333333,0.7425,0,0
1829.0,26,-110.0,160.0,11422,84.99,132.73,191.75,53.33333333,-31.49,2,0
58.5,11,-5.5,339.0,284,69.99,60.53,0.0,2.333333333,-0.54,0,1
463.5,30,6.5,-4.0,3696,34.98,46.4775,37.5,12.0,-4.8975,0,0
208.75,19,-18.75,569.0,2195,30.0,30.9075,0.0,4.333333333,0.6525,0,0
176.25,19,-29.25,550.0,953,39.99,31.82,0.25,10.0,2.01,0,0
108.25,45,-53.25,760.0,3753,30.0,52.215,0.0,1.0,-22.215,0,1
400.25,12,-352.25,278.0,3188,49.99,51.3725,0.0,9.0,-1.3825,0,1
65.5,21,9.5,342.0,1656,32.49,32.64,0.5,14.33333333,-0.15,0,1
135.5,55,-135.5,1644.0,2530,16.1225,38.4775,59.75,4.333333333,-48.9575,0,1
254.0,19,-96.0,573.0,2034,39.98,47.49,20.75,5.333333333,-6.52,0,0
153.25,9,0.75,287.0,499,10.0,14.315,7.0,0.0,4.665,0,0
427.0,13,-208.0,375.0,866,39.99,51.9575,62.0,0.0,-21.9675,0,1
163.0,20,41.0,594.0,1451,61.98,56.2,0.0,6.0,-2.24,0,0
443.0,11,-116.0,9.0,1820,44.99,87.085,26.5,9.666666667,21.485,0,1
610.75,22,95.25,599.0,5662,70.0,77.8375,0.0,20.66666667,-6.9875,0,1
428.75,13,177.25,376.0,2252,49.99,50.3275,19.5,3.333333333,27.1125,0,1
404.75,27,237.25,407.0,5977,39.91,46.35,1.0,12.66666667,2.45,0,0
655.5,7,291.5,213.0,1141,49.99,54.265,0.25,32.0,-0.315,0,1
175.5,19,-26.5,571.0,1788,32.49,33.5225,0.0,0.666666667,0.9475,0,0
544.5,11,121.5,325.0,1481,30.0,36.89,17.75,10.0,-5.9,0,0
2002.25,38,1636.75,107.0,12331,109.99,221.2625,209.25,25.66666667,251.8875,3,0
309.25,24,159.75,701.0,3030,30.0,44.305,38.75,2.333333333,33.295,0,1
73.5,19,-46.5,558.0,1641,44.99,36.97,0.0,6.333333333,0.99,0,1
72.5,11,31.5,327.0,344,39.99,29.99,0.0,0.0,0.0,0,0
149.0,13,324.0,220.0,397,7.175,13.4225,6.0,0.666666667,25.0875,0,1
112.0,16,-56.0,31.0,236,37.53,56.8575,18.5,1.666666667,48.1125,0,0
50.25,22,-25.25,667.0,635,29.99,30.825,0.0,0.0,-0.835,0,0
271.25,28,78.75,303.0,2381,34.98,35.5425,0.0,4.0,-0.5625,0,0
543.75,30,-154.75,314.0,11327,76.5225,78.285,0.0,16.33333333,6.705,0,1
135.5,16,53.5,378.0,1478,69.99,72.4175,26.0,5.333333333,9.4725,0,1
73.5,34,-49.5,1020.0,2261,30.0,33.2875,0.0,2.0,-1.7275,0,0
1351.75,18,-35.75,140.0,7929,49.99,62.9325,30.5,40.66666667,11.4375,0,0
1622.0,6,-451.0,185.0,3636,57.9925,42.3675,11.75,89.0,-50.7675,2,1
95.5,11,12.5,308.0,508,79.99,61.66,0.0,0.666666667,-1.03,0,0
62.75,22,-10.75,658.0,616,24.99,28.175,8.0,0.333333333,-3.185,0,0
58.75,21,5.25,627.0,1143,30.0,30.0,0.0,2.666666667,0.0,0,1
8.25,21,22.75,637.0,77,29.99,32.71,0.0,0.0,7.22,0,1
210.75,15,-195.75,95.0,323,32.3675,65.3625,0.0,10.0,-45.3725,0,1
490.0,16,-141.0,483.0,3898,30.0,36.345,12.75,7.666666667,-5.705,0,1
788.0,8,-112.0,243.0,1124,54.99,42.8275,0.0,6.0,2.1625,0,0
69.25,23,-3.25,689.0,1169,29.9075,28.195,0.0,1.333333333,-8.535,0,1
250.25,17,-70.25,501.0,1159,39.99,33.6225,2.75,4.0,6.0575,0,0
0.0,11,0.0,317.0,2035,8.25,8.25,0.0,0.0,1.75,0,1
292.0,12,84.0,352.0,454,10.0,21.4,38.0,0.0,-11.4,0,1
0.0,24,0.0,-1.0,188,39.99,74.98,0.0,0.0,0.0,0,1
4253.75,14,52.25,414.0,11654,182.0875,587.035,1473.75,34.33333333,-114.095,2,0
670.5,16,160.5,200.0,2690,44.99,45.67,26.5,5.666666667,-5.39,0,0
330.5,12,-157.5,374.0,1155,10.0,20.3375,25.75,9.0,-0.9175,0,1
645.75,7,627.25,171.0,407,44.99,52.575,40.25,8.333333333,12.395,0,0
338.0,21,-292.0,82.0,2463,39.99,86.39,149.0,12.66666667,-53.15,2,0
1018.25,9,408.75,75.0,2071,59.99,114.67,201.75,7.666666667,103.26,3,0
951.25,49,359.75,402.0,7544,42.49,74.5425,107.0,10.0,59.3975,3,1
265.25,12,42.75,355.0,1715,49.99,46.7325,7.0,0.0,-2.3525,0,0
495.0,20,135.0,601.0,4985,40.49,34.1325,7.5,16.0,12.3075,0,1
575.5,10,355.5,285.0,1119,44.99,88.8025,154.0,7.666666667,86.9075,3,0
548.5,27,91.5,794.0,5887,29.99,109.7425,193.25,13.66666667,28.6375,0,1
762.0,11,18.0,308.0,2530,52.2475,74.98,37.0,9.333333333,-24.94,0,1
537.25,38,81.75,115.0,6361,42.49,60.4075,42.0,7.333333333,6.5925,0,0
38.5,50,-16.5,1526.0,589,30.0,32.19,0.0,0.333333333,-1.71,0,1
55.75,20,-22.75,618.0,153,22.25,24.325,13.0,7.333333333,-25.395,0,0
703.5,8,-193.5,234.0,2267,69.99,49.99,0.0,54.66666667,0.0,0,0
270.0,9,62.0,275.0,619,44.99,35.4275,1.25,14.0,1.3125,0,0
1140.75,23,78.25,33.0,4663,105.7175,115.03,44.5,12.33333333,-87.76,2,1
549.75,23,-174.75,684.0,2968,48.2175,52.38,0.0,9.333333333,10.86,0,0
460.75,21,-201.75,595.0,3947,54.98,64.8125,18.25,19.0,-9.8325,0,1
500.75,26,365.25,331.0,5025,10.0,18.1375,23.25,8.0,18.1125,0,1
74.75,19,37.25,575.0,499,32.49,32.5875,0.0,1.333333333,0.2925,0,1
1295.0,13,-611.0,202.0,7283,59.99,83.0075,46.5,33.33333333,-8.9375,0,1
648.0,13,-72.0,389.0,2837,40.0725,83.0725,123.5,0.0,-34.4325,0,0
654.75,9,169.25,263.0,1634,44.99,38.99,0.0,6.666666667,0.0,0,1
187.75,15,-6.75,3.0,2179,39.99,29.99,0.0,0.0,0.0,0,0
901.75,10,-9.75,286.0,3400,52.33,66.73,54.75,41.66666667,50.22,0,1
544.75,7,-38.75,223.0,1531,44.51,44.6825,16.25,11.0,-37.4325,0,0
80.75,42,-80.75,1278.0,1788,30.0,40.07,28.0,2.0,-10.07,0,1
128.25,29,149.75,315.0,3850,30.0,32.43,0.25,1.0,4.11,0,1
455.0,8,17.0,231.0,577,44.99,68.51,78.25,2.0,15.65,0,0
123.75,27,-96.75,89.0,1579,32.49,32.49,0.0,4.333333333,0.0,0,0
832.5,35,118.5,820.0,5250,50.0,97.9775,183.0,14.33333333,14.5025,0,0
9.25,25,-6.25,757.0,109,29.99,29.015,0.0,0.333333333,0.975,0,0
434.5,15,182.5,438.0,1474,39.99,40.485,0.0,0.0,-0.495,0,0
767.5,34,-158.5,1039.0,2602,29.99,158.485,471.0,1.666666667,-37.745,2,1
333.0,27,-94.0,833.0,4260,30.0,78.68,9.75,6.0,131.31,3,1
941.25,14,32.75,435.0,3846,59.99,103.405,119.25,7.333333333,0.075,0,1
348.5,50,-136.5,314.0,5541,69.99,62.99,10.0,11.33333333,-3.0,0,1
723.5,11,80.5,320.0,1270,69.99,89.4475,80.25,12.0,-26.2075,0,1
0.0,10,0.0,308.0,737,44.99,34.99,0.0,0.0,0.0,0,1
639.0,25,249.0,190.0,2216,104.99,117.69,75.0,28.66666667,61.88,3,1
795.5,38,101.5,479.0,12785,54.98,55.77,0.0,10.33333333,0.3,0,1
717.25,22,-64.25,665.0,5178,50.0,84.515,73.25,13.0,-20.275,0,0
917.0,8,-159.0,214.0,2456,69.99,56.1075,8.0,11.33333333,-6.1175,0,0
196.25,38,19.75,1143.0,1125,34.99,29.99,0.0,11.33333333,0.0,0,1
1288.25,16,569.75,11.0,5890,55.0725,61.5275,17.0,0.0,23.2525,0,0
266.25,27,-215.25,324.0,9197,50.0,52.5775,0.0,3.333333333,-2.1875,0,0
62.5,28,187.5,845.0,694,27.2075,44.5775,0.0,0.333333333,119.3025,3,0
663.0,36,97.0,525.0,9655,59.99,77.145,0.0,5.333333333,-17.155,0,0
